symbol,sector,industry
MYPSW,Technology,Computer Software: Prepackaged Software
MYRG,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MYSE,Telecommunications,Telecommunications Equipment
MYSEW,Telecommunications,Telecommunications Equipment
MYSZ,Technology,Computer Software: Prepackaged Software
MZTI,Consumer Staples,Packaged Foods
NA,Technology,Semiconductors
NAAS,Consumer Discretionary,Other Specialty Stores
NABL,Technology,Computer Software: Prepackaged Software
NAC,Finance,Investment Managers
NAD,Finance,Investment Managers
NAGE,Health Care,Medicinal Chemicals and Botanical Products
NAII,Health Care,Medicinal Chemicals and Botanical Products
NAK,Basic Materials,Precious Metals
NAKA,Health Care,Medical/Nursing Services
NAMI,Real Estate,Other Consumer Services
NAMM,Basic Materials,Precious Metals
NAMMW,Basic Materials,Precious Metals
NAMS,Health Care,Biotechnology: Pharmaceutical Preparations
NAMSW,Health Care,Biotechnology: Pharmaceutical Preparations
NAN,Finance,Investment Managers
NAOV,Health Care,Industrial Specialties
NAT,Consumer Discretionary,Marine Transportation
NATH,Consumer Discretionary,Restaurants
NATL,Miscellaneous,Office Equipment/Supplies/Services
NATR,Health Care,Biotechnology: Pharmaceutical Preparations
NAUT,Industrials,Biotechnology: Laboratory Analytical Instruments
NAVI,Finance,Investment Bankers/Brokers/Service
NAZ,Finance,Finance/Investors Services
NB,Basic Materials,Metal Mining
NBB,Finance,Finance Companies
NBBK,Finance,Banks
NBH,Finance,Finance/Investors Services
NBHC,Finance,Major Banks
NBIS,Technology,Computer Software: Programming Data Processing
NBIX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBN,Finance,Major Banks
NBR,Energy,Oil & Gas Production
NBTB,Finance,Major Banks
NBTX,Health Care,Biotechnology: Pharmaceutical Preparations
NBXG,Finance,Trusts Except Educational Religious and Charitable
NBY,Health Care,Biotechnology: Pharmaceutical Preparations
NC,Energy,Coal Mining
NCA,Finance,Investment Managers
NCEW,Industrials,Integrated Freight & Logistics
NCI,Consumer Discretionary,Apparel
NCL,Industrials,Plastic Products
NCLH,Consumer Discretionary,Marine Transportation
NCMI,Consumer Discretionary,Advertising
NCNA,Health Care,Biotechnology: Pharmaceutical Preparations
NCNO,Technology,Computer Software: Prepackaged Software
NCPL,Finance,Finance: Consumer Services
NCPLW,Finance,Finance: Consumer Services
NCRA,Consumer Staples,Farming/Seeds/Milling
NCSM,Energy,Oilfield Services/Equipment
NCT,Consumer Discretionary,Restaurants
NCTY,Finance,Finance: Consumer Services
NCV,Finance,Finance Companies
NCZ,Finance,Finance Companies
NDAQ,Finance,Investment Bankers/Brokers/Service
NDLS,Consumer Discretionary,Restaurants
NDMO,Finance,Trusts Except Educational Religious and Charitable
NDRA,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDSN,Industrials,Industrial Machinery/Components
NE,Energy,Oil & Gas Production
NEA,Finance,Finance/Investors Services
NECB,Finance,Banks
NEE,Technology,EDP Services
NEGG,Consumer Discretionary,Other Specialty Stores
NEM,Basic Materials,Precious Metals
NEN,Real Estate,Building operators
NEO,Health Care,Precision Instruments
NEOG,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Technology,Industrial Machinery/Components
NEOV,Miscellaneous,Industrial Machinery/Components
NEOVW,Miscellaneous,Industrial Machinery/Components
NEPH,Health Care,Medical/Dental Instruments
NERV,Health Care,Biotechnology: Pharmaceutical Preparations
NESR,Energy,Oilfield Services/Equipment
NET,Technology,Computer Software: Prepackaged Software
NEU,Industrials,Major Chemicals
NEUE,Health Care,Medical Specialities
NEWP,Basic Materials,Precious Metals
NEWT,Finance,Major Banks
NEWTG,Finance,Major Banks
NEWTH,Finance,Major Banks
NEWTI,Finance,Major Banks
NEWTP,Finance,Major Banks
NEWTZ,Finance,Major Banks
NEXA,Basic Materials,Metal Mining
NEXN,Technology,Computer Software: Programming Data Processing
NEXT,Utilities,Oil & Gas Production
NFBK,Finance,Savings Institutions
NFE,Utilities,Oil/Gas Transmission
NFG,Utilities,Oil/Gas Transmission
NFGC,Basic Materials,Precious Metals
NFJ,Finance,Finance: Consumer Services
NFLX,Consumer Discretionary,Consumer Electronics/Video Chains
NG,Basic Materials,Precious Metals
NGD,Basic Materials,Metal Mining
NGG,Utilities,Natural Gas Distribution
NGL,Utilities,Natural Gas Distribution
NGNE,Health Care,Biotechnology: Pharmaceutical Preparations
NGS,Energy,Oilfield Services/Equipment
NGVC,Consumer Staples,Food Chains
NGVT,Industrials,Major Chemicals
NHC,Health Care,Hospital/Nursing Management
NHI,Real Estate,Real Estate Investment Trusts
NHPAP,Real Estate,Real Estate Investment Trusts
NHPBP,Real Estate,Real Estate Investment Trusts
NHS,Finance,Trusts Except Educational Religious and Charitable
NHTC,Consumer Discretionary,Consumer Specialties
NI,Utilities,Power Generation
NIC,Finance,Major Banks
NICE,Technology,Computer Software: Prepackaged Software
NIE,Finance,Investment Managers
NIM,Finance,Trusts Except Educational Religious and Charitable
NINE,Energy,Oilfield Services/Equipment
NIO,Industrials,Auto Manufacturing
NIOBW,Basic Materials,Metal Mining
NIPG,Consumer Discretionary,Services-Misc. Amusement & Recreation
NIQ,Technology,Computer Software: Programming Data Processing
NISN,Industrials,Metal Fabrications
NITO,Industrials,Agricultural Chemicals
NIU,Industrials,Auto Manufacturing
NIVF,Health Care,Misc Health and Biotechnology Services
NIVFW,Health Care,Misc Health and Biotechnology Services
NIXX,Technology,EDP Services
NJR,Utilities,Oil/Gas Transmission
NKE,Consumer Discretionary,Shoe Manufacturing
NKSH,Finance,Major Banks
NKTR,Health Care,Biotechnology: Pharmaceutical Preparations
NKTX,Health Care,Biotechnology: Pharmaceutical Preparations
NKX,Finance,Finance/Investors Services
NL,Basic Materials,Major Chemicals
NLOP,Real Estate,Real Estate Investment Trusts
NLSP,Health Care,Biotechnology: Pharmaceutical Preparations
NLSPW,Health Care,Biotechnology: Pharmaceutical Preparations
NLY,Real Estate,Real Estate Investment Trusts
NMAI,Finance,Investment Managers
NMAX,Industrials,Broadcasting
NMCO,Finance,Finance/Investors Services
NMFC,Finance,Finance/Investors Services
NMG,Basic Materials,Other Metals and Minerals
NMI,Finance,Trusts Except Educational Religious and Charitable
NMIH,Finance,Property-Casualty Insurers
NML,Finance,Finance/Investors Services
NMM,Consumer Discretionary,Marine Transportation
NMP,Finance,Blank Checks
NMPAR,Finance,Blank Checks
NMPAU,Finance,Blank Checks
NMR,Finance,Investment Bankers/Brokers/Service
NMRA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NMRK,Finance,Real Estate
NMS,Finance,Finance Companies
NMT,Finance,Finance/Investors Services
NMTC,Health Care,Medical/Dental Instruments
NMZ,Finance,Finance/Investors Services
NN,Industrials,Industrial Machinery/Components
NNAVW,Industrials,Industrial Machinery/Components
NNBR,Industrials,Industrial Machinery/Components
NNDM,Technology,Electrical Products
NNE,Utilities,Electric Utilities: Central
NNI,Finance,Finance: Consumer Services
NNN,Real Estate,Real Estate Investment Trusts
NNNN,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NNOX,Health Care,Medical Electronics
NNVC,Health Care,Biotechnology: Pharmaceutical Preparations
NNY,Finance,Investment Managers
NOA,Energy,Oilfield Services/Equipment
NOAH,Finance,Investment Managers
NOC,Industrials,Industrial Machinery/Components
NODK,Finance,Property-Casualty Insurers
NOG,Energy,Oil & Gas Production
NOK,Technology,Radio And Television Broadcasting And Communications Equipment
NOM,Finance,Investment Managers
NOMD,Consumer Staples,Packaged Foods
NOTE,Real Estate,Real Estate
NOTV,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NOV,Consumer Discretionary,Oil and Gas Field Machinery
NOVT,Miscellaneous,Industrial Machinery/Components
NOW,Technology,Computer Software: Prepackaged Software
NPACU,Finance,Blank Checks
NPB,Finance,Major Banks
NPCE,Health Care,Medical/Dental Instruments
NPCT,Finance,Investment Managers
NPFD,Finance,Trusts Except Educational Religious and Charitable
NPK,Industrials,Ordnance And Accessories
NPKI,Consumer Discretionary,Oil and Gas Field Machinery
NPO,Industrials,Metal Fabrications
NPV,Finance,Investment Managers
NPWR,Energy,Industrial Machinery/Components
NQP,Finance,Trusts Except Educational Religious and Charitable
NRC,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRDS,Technology,EDP Services
NRDY,Real Estate,Other Consumer Services
NREF,Real Estate,Real Estate Investment Trusts
NRG,Utilities,Electric Utilities: Central
NRGV,Miscellaneous,Industrial Machinery/Components
NRIM,Finance,Savings Institutions
NRIX,Health Care,Biotechnology: Pharmaceutical Preparations
NRK,Finance,Trusts Except Educational Religious and Charitable
NRO,Finance,Finance/Investors Services
NRP,Energy,Coal Mining
NRSN,Health Care,Biotechnology: Pharmaceutical Preparations
NRSNW,Health Care,Biotechnology: Pharmaceutical Preparations
NRT,Energy,Oil & Gas Production
NRUC,Finance,Diversified Financial Services
NRXP,Health Care,Biotechnology: Pharmaceutical Preparations
NRXPW,Health Care,Biotechnology: Pharmaceutical Preparations
NRXS,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NSA,Real Estate,Real Estate Investment Trusts
NSC,Industrials,Railroads
NSIT,Consumer Discretionary,Catalog/Specialty Distribution
NSP,Consumer Discretionary,Professional Services
NSPR,Health Care,Medical/Dental Instruments
NSRX,Health Care,Biotechnology: Pharmaceutical Preparations
NSSC,Telecommunications,Telecommunications Equipment
NSTS,Finance,Savings Institutions
NSYS,Technology,Industrial Machinery/Components
NTAP,Technology,Electronic Components
NTB,Finance,Commercial Banks
NTCL,Technology,Computer Software: Prepackaged Software
NTCT,Technology,EDP Services
NTES,Technology,Computer Software: Prepackaged Software
NTGR,Utilities,Telecommunications Equipment
NTHI,Health Care,Biotechnology: Pharmaceutical Preparations
NTIC,Industrials,Industrial Specialties
NTIP,Miscellaneous,Multi-Sector Companies
NTLA,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,Technology,Computer Software: Prepackaged Software
NTR,Industrials,Agricultural Chemicals
NTRA,Health Care,Medical Specialities
NTRB,Health Care,Industrial Specialties
NTRBW,Health Care,Industrial Specialties
NTRP,Consumer Discretionary,Miscellaneous manufacturing industries
NTRS,Finance,Major Banks
NTRSO,Finance,Major Banks
NTST,Real Estate,Real Estate Investment Trusts
NTWK,Technology,Computer Software: Prepackaged Software
NTZ,Consumer Discretionary,Home Furnishings
NU,Finance,Finance: Consumer Services
NUAI,Energy,Oil & Gas Production
NUE,Industrials,Steel/Iron Ore
NUKK,Consumer Discretionary,Professional Services
NUKKW,Consumer Discretionary,Professional Services
NUS,Health Care,Other Pharmaceuticals
NUTR,Consumer Discretionary,Transportation Services
NUTX,Real Estate,Real Estate
NUV,Finance,Trusts Except Educational Religious and Charitable
NUVB,Health Care,Biotechnology: Pharmaceutical Preparations
NUVL,Health Care,Biotechnology: Pharmaceutical Preparations
NUW,Finance,Investment Managers
NUWE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NVA,Basic Materials,Precious Metals
NVAWW,Basic Materials,Precious Metals
NVAX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCR,Health Care,Medical/Dental Instruments
NVCT,Health Care,Biotechnology: Pharmaceutical Preparations
NVDA,Technology,Semiconductors
NVEC,Technology,Semiconductors
NVFY,Consumer Discretionary,Home Furnishings
NVG,Finance,Investment Managers
NVGS,Consumer Discretionary,Marine Transportation
NVMI,Technology,Electronic Components
NVNI,Technology,Computer Software: Prepackaged Software
NVNIW,Technology,Computer Software: Prepackaged Software
NVNO,Health Care,Medical/Dental Instruments
NVO,Health Care,Biotechnology: Pharmaceutical Preparations
NVR,Consumer Discretionary,Homebuilding
NVRI,Miscellaneous,Diversified Commercial Services
NVS,Health Care,Biotechnology: Pharmaceutical Preparations
NVST,Health Care,Medical/Dental Instruments
NVT,Industrials,Industrial Machinery/Components
NVTS,Technology,Semiconductors
NVVE,Industrials,Electrical Products
NVVEW,Industrials,Electrical Products
NVX,Miscellaneous,Industrial Machinery/Components
NWBI,Finance,Major Banks
NWE,Utilities,Power Generation
NWFL,Finance,Major Banks
NWG,Finance,Commercial Banks
NWL,Industrials,Plastic Products
NWN,Utilities,Oil/Gas Transmission
NWPX,Industrials,Steel/Iron Ore
NWS,Consumer Discretionary,Newspapers/Magazines
NWSA,Consumer Discretionary,Newspapers/Magazines
NWTG,Consumer Discretionary,Recreational Games/Products/Toys
NX,Industrials,Metal Fabrications
NXC,Finance,Investment Managers
NXDR,Technology,Computer Software: Programming Data Processing
NXDT,Real Estate,Real Estate Investment Trusts
NXE,Basic Materials,Other Metals and Minerals
NXGL,Health Care,Medical/Dental Instruments
NXGLW,Health Care,Medical/Dental Instruments
NXJ,Finance,Finance/Investors Services
NXL,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NXLIW,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NXN,Finance,Trusts Except Educational Religious and Charitable
NXP,Finance,Trusts Except Educational Religious and Charitable
NXPI,Technology,Semiconductors
NXPL,Telecommunications,Telecommunications Equipment
NXPLW,Telecommunications,Telecommunications Equipment
NXRT,Real Estate,Real Estate Investment Trusts
NXST,Industrials,Broadcasting
NXT,Industrials,Industrial Machinery/Components
NXTC,Health Care,Biotechnology: Pharmaceutical Preparations
NXTT,Technology,EDP Services
NXXT,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
NYAX,Technology,Computer Software: Prepackaged Software
NYC,Real Estate,Real Estate Investment Trusts
NYT,Consumer Discretionary,Newspapers/Magazines
NYXH,Health Care,Medical/Dental Instruments
NZF,Finance,Finance Companies
O,Real Estate,Real Estate Investment Trusts
OABI,Health Care,Biotechnology: Commercial Physical & Biological Resarch
OABIW,Health Care,Biotechnology: Commercial Physical & Biological Resarch
OACC,Finance,Blank Checks
OACCW,Finance,Blank Checks
OAKU,Finance,Blank Checks
OBA,Finance,Blank Checks
OBAWW,Finance,Blank Checks
OBDC,Finance,Diversified Financial Services
OBE,Energy,Oil & Gas Production
OBIO,Health Care,Medicinal Chemicals and Botanical Products
OBK,Finance,Major Banks
OBLG,Technology,Computer Software: Programming Data Processing
OBT,Finance,Major Banks
OC,Industrials,Industrial Machinery/Components
OCC,Industrials,Telecommunications Equipment
OCCI,Finance,Trusts Except Educational Religious and Charitable
OCCIN,Finance,Trusts Except Educational Religious and Charitable
OCCIO,Finance,Trusts Except Educational Religious and Charitable
OCFC,Finance,Major Banks
OCFT,Technology,Computer Software: Programming Data Processing
OCG,Consumer Discretionary,Other Consumer Services
OCGN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OCS,Health Care,Biotechnology: Pharmaceutical Preparations
OCSAW,Health Care,Biotechnology: Pharmaceutical Preparations
OCSL,Finance,Finance: Consumer Services
OCUL,Health Care,Biotechnology: Pharmaceutical Preparations
ODC,Consumer Discretionary,Miscellaneous manufacturing industries
ODD,Consumer Discretionary,Package Goods/Cosmetics
ODFL,Industrials,Trucking Freight/Courier Services
ODP,Consumer Discretionary,Other Specialty Stores
ODV,Basic Materials,Precious Metals
ODVWZ,Basic Materials,Precious Metals
ODYS,Technology,Electronic Components
OEC,Industrials,Major Chemicals
OESX,Consumer Discretionary,Building Products
OFAL,Consumer Discretionary,Military/Government/Technical
OFG,Finance,Major Banks
OFIX,Health Care,Medical/Dental Instruments
OFLX,Industrials,Industrial Specialties
OFS,Finance,Finance/Investors Services
OFSSH,Finance,Finance Companies
OGE,Utilities,Electric Utilities: Central
OGEN,Health Care,Biotechnology: Pharmaceutical Preparations
OGI,Health Care,Biotechnology: Pharmaceutical Preparations
OGN,Health Care,Biotechnology: Pharmaceutical Preparations
OGS,Utilities,Oil/Gas Transmission
OHI,Real Estate,Real Estate Investment Trusts
OI,Consumer Discretionary,Containers/Packaging
OIA,Finance,Finance Companies
OII,Energy,Oilfield Services/Equipment
OIS,Consumer Discretionary,Oil and Gas Field Machinery
OKE,Utilities,Oil & Gas Production
OKLO,Utilities,Electric Utilities: Central
OKTA,Technology,Computer Software: Prepackaged Software
